1 	 18243.724949 	 0.199370 	 3637.249335
2 	 621.687382 	 0.371610 	 3644.578910
3 	 259.981643 	 0.351322 	 3659.537601
4 	 149.162118 	 0.365451 	 3651.374303
5 	 101.444084 	 0.351436 	 3663.373335
6 	 70.948820 	 0.366516 	 3655.932167
7 	 53.850348 	 0.352499 	 3664.316349
8 	 40.336588 	 0.367700 	 3658.762867
9 	 32.079423 	 0.353635 	 3664.527887
10 	 24.856289 	 0.368969 	 3660.559201
11 	 20.290537 	 0.354813 	 3664.531090
12 	 16.050872 	 0.370226 	 3661.720717
13 	 13.329389 	 0.355931 	 3664.478102
14 	 10.696113 	 0.371382 	 3662.484474
15 	 8.992863 	 0.356937 	 3664.416321
16 	 7.292934 	 0.372406 	 3662.994472
17 	 6.189247 	 0.357819 	 3664.360298
18 	 5.060384 	 0.373301 	 3663.339797
19 	 4.326271 	 0.358589 	 3664.313628
20 	 3.560255 	 0.374081 	 3663.576545
21 	 3.061914 	 0.359259 	 3664.276203
22 	 2.533173 	 0.374762 	 3663.740656
23 	 2.189317 	 0.359846 	 3664.246776
24 	 1.819279 	 0.375358 	 3663.855536
25 	 1.578825 	 0.360360 	 3664.223889
26 	 1.316882 	 0.375883 	 3663.936657
27 	 1.146850 	 0.360814 	 3664.206201
28 	 0.959640 	 0.376346 	 3663.994385
29 	 0.838264 	 0.361215 	 3664.192582
30 	 0.703369 	 0.376758 	 3664.035752
31 	 0.616022 	 0.361572 	 3664.182118
32 	 0.518138 	 0.377124 	 3664.065581
33 	 0.454838 	 0.361890 	 3664.174088
34 	 0.383377 	 0.377451 	 3664.087209
35 	 0.337222 	 0.362175 	 3664.167931
36 	 0.284772 	 0.377744 	 3664.102970
37 	 0.250939 	 0.362431 	 3664.163209
38 	 0.212262 	 0.378009 	 3664.114509
39 	 0.187343 	 0.362662 	 3664.159590
40 	 0.158704 	 0.378247 	 3664.122990
41 	 0.140273 	 0.362871 	 3664.156814
42 	 0.118988 	 0.378464 	 3664.129249
43 	 0.105306 	 0.363061 	 3664.154686
44 	 0.089434 	 0.378661 	 3664.133882
45 	 0.079243 	 0.363235 	 3664.153052
46 	 0.067373 	 0.378841 	 3664.137323
47 	 0.059759 	 0.363393 	 3664.151798
48 	 0.050858 	 0.379006 	 3664.139886
49 	 0.045154 	 0.363539 	 3664.150836
50 	 0.038463 	 0.379158 	 3664.141800
51 	 0.034180 	 0.363673 	 3664.150096
52 	 0.029140 	 0.379298 	 3664.143232
53 	 0.025915 	 0.363797 	 3664.149528
54 	 0.022111 	 0.379428 	 3664.144307
55 	 0.019679 	 0.363911 	 3664.149091
56 	 0.016802 	 0.379548 	 3664.145115
57 	 0.014964 	 0.364018 	 3664.148755
58 	 0.012785 	 0.379660 	 3664.145723
59 	 0.011394 	 0.364118 	 3664.148496
60 	 0.009741 	 0.379764 	 3664.146182
61 	 0.008686 	 0.364210 	 3664.148297
62 	 0.007430 	 0.379862 	 3664.146529
63 	 0.006629 	 0.364297 	 3664.148144
64 	 0.005673 	 0.379954 	 3664.146792
65 	 0.005065 	 0.364379 	 3664.148026
66 	 0.004337 	 0.380040 	 3664.146991
67 	 0.003873 	 0.364456 	 3664.147935
68 	 0.003318 	 0.380121 	 3664.147142
69 	 0.002965 	 0.364528 	 3664.147865
70 	 0.002541 	 0.380197 	 3664.147257
71 	 0.002271 	 0.364596 	 3664.147810
72 	 0.001948 	 0.380269 	 3664.147344
73 	 0.001742 	 0.364660 	 3664.147769
74 	 0.001494 	 0.380337 	 3664.147410
75 	 0.001337 	 0.364721 	 3664.147736
76 	 0.001147 	 0.380401 	 3664.147461
77 	 0.001026 	 0.364778 	 3664.147711
78 	 0.000881 	 0.380462 	 3664.147500
79 	 0.000789 	 0.364833 	 3664.147692
80 	 0.000677 	 0.380520 	 3664.147529
81 	 0.000606 	 0.364885 	 3664.147677
82 	 0.000521 	 0.380575 	 3664.147552
83 	 0.000467 	 0.364934 	 3664.147666
84 	 0.000401 	 0.380627 	 3664.147569
85 	 0.000359 	 0.364981 	 3664.147657
86 	 0.000309 	 0.380677 	 3664.147582
87 	 0.000277 	 0.365026 	 3664.147650
88 	 0.000238 	 0.380724 	 3664.147593
89 	 0.000213 	 0.365068 	 3664.147645
90 	 0.000183 	 0.380769 	 3664.147600
91 	 0.000164 	 0.365108 	 3664.147640
92 	 0.000141 	 0.380812 	 3664.147606
93 	 0.000127 	 0.365147 	 3664.147637
94 	 0.000109 	 0.380853 	 3664.147611
95 	 0.000098 	 0.365184 	 3664.147635
96 	 0.000084 	 0.380892 	 3664.147614
97 	 0.000076 	 0.365219 	 3664.147633
98 	 0.000065 	 0.380930 	 3664.147617
99 	 0.000058 	 0.365253 	 3664.147631
100 	 0.000050 	 0.380966 	 3664.147619
101 	 0.000045 	 0.365285 	 3664.147630
102 	 0.000039 	 0.381000 	 3664.147621
103 	 0.000035 	 0.365316 	 3664.147629
104 	 0.000030 	 0.381033 	 3664.147622
105 	 0.000027 	 0.365346 	 3664.147629
106 	 0.000023 	 0.381064 	 3664.147623
107 	 0.000021 	 0.365374 	 3664.147628
108 	 0.000018 	 0.381095 	 3664.147624
109 	 0.000016 	 0.365401 	 3664.147628
110 	 0.000014 	 0.381124 	 3664.147624
111 	 0.000013 	 0.365427 	 3664.147627
112 	 0.000011 	 0.381151 	 3664.147625
113 	 0.000010 	 0.365452 	 3664.147627
114 	 0.000008 	 0.381178 	 3664.147625
115 	 0.000008 	 0.365476 	 3664.147627
116 	 0.000006 	 0.381204 	 3664.147625
117 	 0.000006 	 0.365499 	 3664.147627
118 	 0.000005 	 0.381228 	 3664.147626
119 	 0.000005 	 0.365522 	 3664.147627
120 	 0.000004 	 0.381252 	 3664.147626
121 	 0.000003 	 0.365543 	 3664.147627
122 	 0.000003 	 0.381275 	 3664.147626
123 	 0.000003 	 0.365563 	 3664.147626
124 	 0.000002 	 0.381297 	 3664.147626
125 	 0.000002 	 0.365583 	 3664.147626
126 	 0.000002 	 0.381318 	 3664.147626
127 	 0.000002 	 0.365602 	 3664.147626
128 	 0.000001 	 0.381339 	 3664.147626
129 	 0.000001 	 0.365621 	 3664.147626
130 	 0.000001 	 0.381358 	 3664.147626
